"title","genres","vote_average","vote_count","director","popularity","cast","keywords","index"
"Army of Darkness","Fantasy Horror Comedy",7.3,838,"Sam Raimi",33.758281,"Bruce Campbell Embeth Davidtz Marcus Gilbert Ian Abercrombie Richard Grove","prophecy witch swordplay supermarket castle",2944
"Slackers","Comedy Romance",5.4,60,"Dewey Nicks",9.371811,"Jason Segel Devon Sawa Jason Schwartzman Jaime King Cameron Diaz","male nudity drug abuse job interview eavesdropping fall",2945
"What's Eating Gilbert Grape","Romance Drama",7.5,919,"Lasse Hallstr\u00f6m",33.282794,"Johnny Depp Leonardo DiCaprio Juliette Lewis Darlene Cates Mary Steenburgen","brother brother relationship mentally disabled iowa widow dysfunctional family",2946
"The Visual Bible: The Gospel of John","Drama History",8.2,12,"Philip Saville",3.2081720000000002,"Christopher Plummer Henry Ian Cusick Stuart Bunce Daniel Kash Stephen Russell","miracle jesus christ last supper bible christian",2947
"Vera Drake","Crime Drama",6.8,80,"Mike Leigh",4.131918,"Imelda Staunton Sally Hawkins Richard Graham Eddie Marsan Anna Keaveney","england mother role women's prison police neighbor",2948
"The Guru","Comedy Romance",5.1,75,"Daisy von Scherler Mayer",4.093287999999999,"Jimi Mistry Heather Graham Marisa Tomei Michael McKean Dash Mihok","sex indian lead dancing master new love porn actor",2949
"The Perez Family","Comedy Drama Romance",6.6,9,"Mira Nair",1.187671,"Marisa Tomei Alfred Molina Anjelica Huston Chazz Palminteri Trini Alvarado","immigration independent film woman director political prisoner cuban refugees",2950
"Inside Llewyn Davis","Drama Music",7.2,834,"Joel Coen",36.319205,"Oscar Isaac Carey Mulligan Justin Timberlake Jerry Grayson Robin Bartlett","folk music performance aspiring singer new york city recording",2951
"O","Drama Romance Thriller",5.8,75,"Tim Blake Nelson",4.146751999999998,"Mekhi Phifer Josh Hartnett Andrew Keegan Julia Stiles Martin Sheen","sex jealousy girlfriend high school columbine",2952
"Return to the Blue Lagoon","Drama Adventure Romance",5.1,153,"William A. Graham",9.705589,"Milla Jovovich Brian Krause Lisa Pelikan Courtney Barilla Garette Ratliff Henson","island marooned pacific island teenager deserted island",2953
"The Molly Maguires","Drama History",5.9,16,"Martin Ritt",1.3969850000000001,"Sean Connery Samantha Eggar Richard Harris Frank Finlay Anthony Zerbe","pennsylvania miner coal mining coal mine pennsylvania coal miner",2954
"Romance & Cigarettes","Comedy Music Romance",6,33,"John Turturro",4.056774,"James Gandolfini Susan Sarandon Kate Winslet Steve Buscemi Mandy Moore","infidelity lovers working class new york city",2955
"Copying Beethoven","Drama",6.2,42,"Agnieszka Holland",5.062687,"Ed Harris Diane Kruger Matthew Goode Phyllida Law Ralph Riach","beethoven woman director",2956
"Brighton Rock","Drama Thriller Crime",5.6,35,"Rowan Joffe",3.1221520000000003,"Andy Serkis Helen Mirren John Hurt Sam Riley Andrea Riseborough","waitress riot gang war nightmare prayer",2957
"Saw V","Horror Thriller Crime",5.9,820,"David Hackl",32.943847999999996,"Tobin Bell Costas Mandylor Scott Patterson Betsy Russell Mark Rolston","blood splatter serial killer pig mask nazi jigsaw",2958
"Machine Gun McCain","Drama Action Thriller Crime Foreign",7.3,6,"Giuliano Montaldo",0.700127,"John Cassavetes Britt Ekland Peter Falk Gabriele Ferzetti Margherita Guzzinati","mobster",2959
"LOL","Drama Comedy Romance",5.9,881,"Lisa Azuelos",31.763201000000002,"Miley Cyrus Demi Moore Douglas Booth Ashley Greene Ashley Hinshaw","coming of age mother daughter relationship teen movie teenager based on film",2960
"Jindabyne","Crime Drama Mystery Thriller",5.7,25,"Ray Lawrence",8.950864,"Laura Linney Gabriel Byrne Deborra-Lee Furness John Howard Leah Purcell","small town fishing male friendship australia marriage crisis",2961
"Kabhi Alvida Naa Kehna","Drama Romance",6.1,42,"Karan Johar",3.246903,"Shah Rukh Khan Rani Mukerji Preity Zinta Abhishek Bachchan Amitabh Bachchan","adultery extramarital affair",2962
"An Ideal Husband","Drama Comedy Romance",6.3,46,"Oliver Parker",4.519523,"Cate Blanchett Minnie Driver Rupert Everett Julianne Moore Jeremy Northam","undefined",2963
"The Last Days on Mars","Science Fiction Thriller Horror",5.2,302,"Ruairi Robinson",18.764453,"Liev Schreiber Romola Garai Elias Koteas Olivia Williams Johnny Harris","mars science fiction zombie",2964
"Darkness","Horror",5.6,112,"Jaume Balaguer\u00f3",6.340135,"Anna Paquin Lena Olin Iain Glen Giancarlo Giannini Fele Mart\u00ednez","loss of child solar eclipse haunted house family psychopathy",2965
"2001: A Space Odyssey","Science Fiction Mystery Adventure",7.9,2998,"Stanley Kubrick",86.201184,"Keir Dullea Gary Lockwood William Sylvester Douglas Rain Daniel Richter","moon jupiter artificial intelligence man vs machine technology",2966
"E.T. the Extra-Terrestrial","Science Fiction Adventure Family Fantasy",7.3,3269,"Steven Spielberg",56.105798,"Henry Thomas Drew Barrymore Robert MacNaughton Dee Wallace Peter Coyote","farewell homesickness nasa extraterrestrial technology operation",2967
"In the Land of Women","Romance Comedy Drama",5.8,160,"Jon Kasdan",12.792446,"Meg Ryan Kristen Stewart Adam Brody JoBeth Williams Olympia Dukakis","infidelity party love cancer neighbor",2968
"The Blue Butterfly","Adventure Drama Family",6.8,6,"L\u00e9a Pool",1.985552,"Marc Donato Pascale Bussi\u00e8res William Hurt Raoul Max Trujillo Steve Adams","rain butterfly rainforest woman director insects",2969
"There Goes My Baby","Drama Comedy",8.5,2,"Floyd Mutrux",0.037073,"Dermot Mulroney Ricky Schroder Kelli Williams Noah Wyle Lucy Deakins","undefined",2970
"Housefull","Drama Comedy Romance Foreign",5.2,29,"Sajid Khan",0.12082000000000001,"Akshay Kumar Ritesh Deshmukh Deepika Padukone Lara Dutta Jiah Khan","undefined",2971
"September Dawn","Drama Action History Western Romance",5,16,"Christopher Cain",3.6468480000000003,"Jon Voight Tamara Hope Trent Ford Lolita Davidovich Dean Cain","undefined",2972
"For Greater Glory - The True Story of Cristiada","History Drama",6.4,35,"Dean Wright",5.759545,"Eva Longoria Andy Garc\u00eda Oscar Isaac Peter O'Toole Rub\u00e9n Blades","duringcreditsstinger",2973
"The Bélier Family","Comedy Drama Music",7,766,"Eric Lartigau",25.302978,"Louane Emera Karin Viard Fran\u00e7ois Damiens Eric Elmosnino Roxane Duran","deafness music coming of age teenage girl singing",2974
"Good Will Hunting","Drama",7.9,2811,"Gus Van Sant",43.734885999999996,"Robin Williams Matt Damon Ben Affleck Stellan Skarsg\u00e5rd Minnie Driver","baseball boston professor m.i.t. harvard university",2975
"Misconduct","Drama Thriller",5.3,149,"Shintaro Shimosawa",10.016909,"Josh Duhamel Alice Eve Malin \u00c5kerman Lee Byung-hun Julia Stiles","undefined",2976
"Saw III","Horror Thriller Crime",6.1,1071,"Darren Lynn Bousman",33.124871,"Tobin Bell Shawnee Smith Angus Macfadyen Bahar Soomekh Dina Meyer","brain tumor nudity suffocation mutilation severed foot",2977
"Stripes","Action Comedy",6.5,249,"Ivan Reitman",10.892398,"Bill Murray Harold Ramis Warren Oates P.J. Soles Sean Young","date ex-girlfriend u.s. army military spoof",2978
"Bring It On","Comedy",5.8,568,"Peyton Reed",14.754281,"Kirsten Dunst Jesse Bradford Eliza Dushku Gabrielle Union Huntley Ritter","cheerleader sport high school teenage girl cheerleading",2979
"The Purge: Election Year","Action Horror Thriller",6.1,1306,"James DeMonaco",53.727146,"Elizabeth Mitchell Frank Grillo Mykelti Williamson Edwin Hodge Raymond J. Barry","dystopia sequel legalized murder",2980
"She's All That","Comedy Romance",5.7,418,"Robert Iscove",8.9876,"Freddie Prinze Jr. Rachael Leigh Cook Matthew Lillard Paul Walker Jodi Lyn O'Keefe","tv star jeep volleyball misfit teen angst",2981
"Saw IV","Horror Thriller Crime",5.9,903,"Darren Lynn Bousman",29.244768,"Tobin Bell Scott Patterson Costas Mandylor Betsy Russell Lyriq Bent","ice victim pain games psychopath",2982
"White Noise","Drama Horror Thriller",5.6,261,"Geoffrey Sax",14.447723000000002,"Michael Keaton Chandra West Deborah Kara Unger Ian McNeice Keegan Connor Tracy","wheelchair time voice inspector supernatural",2983
"Madea's Family Reunion","Drama Comedy Romance",6,77,"Tyler Perry",5.882208,"Tyler Perry Blair Underwood Lynn Whitfield Boris Kodjoe Lisa Arrindell","spanking based on play",2984
"The Color of Money","Drama",6.7,291,"Martin Scorsese",17.3393,"Paul Newman Tom Cruise Mary Elizabeth Mastrantonio Helen Shaver John Turturro","bar billard talent hustler sport",2985
"The Longest Day","Action Drama History War",7.2,234,"Bernhard Wicki",19.524972,"Eddie Albert Paul Anka Arletty Jean-Louis Barrault Richard Beymer","world war ii normandy allied widerstand steel helmet",2986
"The Mighty Ducks","Comedy Family",6.4,198,"Stephen Herek",8.932837,"Emilio Estevez Joss Ackland Lane Smith Heidi Kling Josef Sommer","sports team sport ice hockey hockey game winning",2987
"The Grudge","Horror Mystery Thriller",5.8,865,"Takashi Shimizu",35.695442,"Sarah Michelle Gellar Jason Behr Clea DuVall Bill Pullman William Mapother","male nudity nurse japanese house remake",2988
"Happy Gilmore","Comedy",6.5,755,"Dennis Dugan",26.598884,"Adam Sandler Ben Stiller Christopher McDonald Julie Bowen Frances Bay","loss of mother loss of father golf sport taxes",2989
"Jeepers Creepers","Horror Thriller",6.1,720,"Victor Salva",23.316208,"Gina Philips Justin Long Jonathan Breck Patricia Belcher Eileen Brennan","mass murder song brother sister aftercreditsstinger",2990
"Bill & Ted's Excellent Adventure","Adventure Comedy Science Fiction",6.7,454,"Stephen Herek",25.929893,"Keanu Reeves Alex Winter George Carlin Dan Shor Hal Landon Jr.","jealousy journey in the past sigmund freud time travel heavy metal",2991
"Oliver!","Drama Family Music",7,103,"Carol Reed",8.305997999999999,"Ron Moody Shani Wallis Oliver Reed Harry Secombe Mark Lester","pickpocket musical victorian england orphan",2992
"The Best Exotic Marigold Hotel","Drama Comedy",6.9,459,"John Madden",21.258991,"Bill Nighy Maggie Smith Tom Wilkinson Judi Dench Dev Patel","hotel based on novel india ensemble cast elderly",2993
"Recess: School's Out","Science Fiction Animation Comedy Family",6.6,67,"Chuck Sheetz",5.699058,"Rickey D'Shon Collins Jason Davis Ashley Johnson Courtland Mead Pamela Adlon","holiday elementary school friends based on tv series summer",2994
"Mad Max Beyond Thunderdome","Action Adventure Science Fiction",5.9,748,"George Miller",36.582038,"Mel Gibson Tina Turner Bruce Spence Helen Buday Angelo Rossitto","arena sandstorm dystopia oasis sequel",2995
"Commando","Action Adventure Thriller",6.4,742,"Mark L. Lester",34.224204,"Arnold Schwarzenegger Rae Dawn Chong Dan Hedaya Vernon Wells James Olson","kidnapping lone wolf daughter father rescue mission",2996
"The Boy","Horror Mystery Thriller",5.8,1102,"William Brent Bell",38.17948300000001,"Lauren Cohan Rupert Evans James Russell Jim Norton Diana Hardcastle","suicide england fire country house shower",2997
"Devil","Horror Mystery Thriller",5.8,816,"John Erick Dowdle",30.934688,"Chris Messina Jacob Vargas Bojana Novakovi\u0107 Logan Marshall-Green Bokeem Woodbine","claustrophobia trapped in an elevator",2998
"Friday After Next","Comedy",6,100,"Marcus Raboy",7.499639,"Ice Cube Mike Epps John Witherspoon Don Curry Anna Maria Horsford","guard shopping mall thief drug",2999
"Insidious: Chapter 3","Drama Horror Thriller",6.2,983,"Leigh Whannell",45.946524,"Dermot Mulroney Stefanie Scott Lin Shaye Leigh Whannell Angus Sampson","sequel",3000
"The Last Dragon","Action Adventure Comedy",6.4,69,"Michael Schultz",4.928776999999998,"Taimak Julius Carry Vanity Christopher Murney Faith Prince","martial arts pizzeria limousine music",3001
"The Lawnmower Man","Horror Thriller Science Fiction",5.4,197,"Brett Leonard",10.125029,"Jeff Fahey Pierce Brosnan Jenny Wright Mark Bringelson Geoffrey Lewis","dream chimp manipulation botanist virtual reality",3002
"Nick and Norah's Infinite Playlist","Comedy Music Romance",6.4,379,"Peter Sollett",20.452448999999998,"Michael Cera Kat Dennings Aaron Yoo Alexis Dziena Ari Graynor","concert teenager one night based on young adult novel secret location",3003
"Dogma","Fantasy Comedy Adventure",6.8,823,"Kevin Smith",14.543435,"Ben Affleck Matt Damon Linda Fiorentino Jason Mewes Chris Rock","angel wisconsin church service church aftercreditsstinger",3004
"The Banger Sisters","Comedy Drama",5.5,62,"Bob Dolman",6.015354,"Goldie Hawn Susan Sarandon Geoffrey Rush Erika Christensen Robin Thomas","tattoo rock star groupie past family",3005
"Twilight Zone: The Movie","Drama Fantasy Horror Science Fiction Thriller",6.2,161,"Steven Spielberg",12.902975,"Albert Brooks Vic Morrow John Larroquette John Lithgow Dan Aykroyd","nazis anthology remake twilight zone",3006
"Road House","Action Thriller",6.3,252,"Rowdy Herrington",6.216203,"Patrick Swayze Kelly Lynch Sam Elliott Ben Gazzara Marshall R. Teague","new love protection money nightclub rausschmei\u00dfer revenge",3007
"A Low Down Dirty Shame","Action Comedy Crime",6,31,"Keenen Ivory Wayans",3.290639,"Keenen Ivory Wayans Charles S. Dutton Jada Pinkett Smith Salli Richardson-Whitfield Andrew Divoff","fbi drug crime violence drug private detective",3008
"Swimfan","Drama Thriller",5,70,"John Polson",4.844451,"Jesse Bradford Erika Christensen Shiri Appleby Kate Burton Jason Ritter","competition coma infidelity obsession bathing",3009
"Employee of the Month","Comedy Romance",5.3,153,"Greg Coolidge",9.559737,"Dane Cook Jessica Simpson Dax Shepard Andy Dick Tim Bagley","salesclerk midlife crisis prenzlauer berg vulgar slacker",3010
"Can't Hardly Wait","Comedy Drama Romance",6.1,122,"Deborah Kaplan",11.350382000000002,"Jennifer Love Hewitt Ethan Embry Charlie Korsmo Lauren Ambrose Peter Facinelli","alcohol regret homophobia radio cheerleader",3011
"The Outsiders","Crime Drama",6.9,291,"Francis Ford Coppola",13.455373000000002,"Matt Dillon Ralph Macchio C. Thomas Howell Patrick Swayze Rob Lowe","street gang children's home coming of age gang juvenile delinquent",3012
"Pete's Dragon","Adventure Family Fantasy",6.2,679,"David Lowery",31.974359000000003,"Bryce Dallas Howard Oakes Fegley Wes Bentley Karl Urban Oona Laurence","feral child remake dragon orphan 1980s",3013
"The Dead Zone","Horror Science Fiction Thriller",6.9,311,"David Cronenberg",16.785120000000006,"Christopher Walken Brooke Adams Tom Skerritt Martin Sheen Herbert Lom","coma sheriff based on novel sacrifice suspense",3014
"Sinister 2","Horror",5.4,581,"Ciaran Foy",26.090495,"Shannyn Sossamon James Ransone Robert Daniel Sloan Dartanian Sloan Lea Coco","haunted house sequel twins",3015
"Sparkle","Drama Music",5.8,36,"Salim Akil",2.698185,"Whitney Houston Cee Lo Green Derek Luke Mike Epps Carmen Ejogo","soong sisters duringcreditsstinger",3016
"Valentine","Horror Thriller",5,114,"Jamie Blanks",5.904126,"Denise Richards David Boreanaz Marley Shelton Jessica Capshaw Jessica Cauffiel","mobbing success violence against women revenge serial killer",3017
"The Fourth Kind","Mystery Science Fiction Thriller",5.8,441,"Olatunde Osunsanmi",22.888173000000002,"Milla Jovovich Will Patton Hakeem Kae-Kazim Corey Johnson Enzo Cilenti","brother sister relationship wheelchair hypnosis investigation cover-up",3018
"A Prairie Home Companion","Drama Comedy Music",6.4,81,"Robert Altman",5.025446,"Meryl Streep Lindsay Lohan Virginia Madsen Woody Harrelson Garrison Keillor","usa country music commercial radio presenter radio transmission",3019
"Sugar Hill","Drama Action Thriller",5.2,13,"Leon Ichaso",2.580808,"Wesley Snipes Michael Wright Donald Faison O.L. Duke Leslie Uggams","undefined",3020
"Invasion U.S.A.","Action Thriller",5.3,49,"Joseph Zito",4.192064,"Chuck Norris Richard Lynch Melissa Prophet Alexander Zale Alex Colon","undefined",3021
"Roll Bounce","Comedy Drama Family",6.1,27,"Malcolm D. Lee",2.5963380000000003,"Nick Cannon Shad Moss Chi McBride Meagan Good Brandon T. Jackson","undefined",3022
"Rushmore","Comedy Drama",7.5,676,"Wes Anderson",18.289303,"Jason Schwartzman Olivia Williams Bill Murray Seymour Cassel Mason Gamble","private school lone wolf theatre play theatre group theatre director",3023
"Skyline","Science Fiction",4.7,507,"Colin Strause",26.268209000000002,"Eric Balfour Scottie Thompson David Zayas Donald Faison Brittany Daniel","missile light transformation low-budget alien",3024
"The Second Best Exotic Marigold Hotel","Drama Comedy",6.3,272,"John Madden",17.592299,"Dev Patel Judi Dench Richard Gere Maggie Smith Bill Nighy","india retirement home",3025
"Kit Kittredge: An American Girl","Comedy Drama Family",6.4,34,"Patricia Rozema",6.2714099999999995,"Abigail Breslin Chris O'Donnell Julia Ormond Stanley Tucci Joan Cusack","cincinnati woman director",3026
"The Perfect Man","Comedy Drama Family Romance",5.5,203,"Mark Rosman",11.158906,"Hilary Duff Heather Locklear Chris Noth Mike O'Malley Ben Feldman","mother man-woman relation single matchmaking single mother",3027
"Mo' Better Blues","Drama Romance",6.3,47,"Spike Lee",3.079862,"Denzel Washington Spike Lee Wesley Snipes Giancarlo Esposito John Turturro","musical",3028
"Kung Pow: Enter the Fist","Action Comedy",6.1,159,"Steve Oedekerk",8.288813000000001,"Hui Lou Chen Tad Horino Steve Oedekerk Jennifer Tung Ming Lo","loss of family loss of parents supernatural powers invulnerability spoof",3029
"Tremors","Action Horror",6.6,864,"Ron Underwood",32.579696999999996,"Kevin Bacon Fred Ward Finn Carter Michael Gross Reba McEntire","nevada small town tractor stranded cult favorite",3030
"Wrong Turn","Horror Thriller",6,635,"Rob Schmidt",33.555764,"Desmond Harrington Eliza Dushku Emmanuelle Chriqui Jeremy Sisto Kevin Zegers","life and death death of a friend parts of dead body",3031
"The Long Riders","Western History",6.6,50,"Walter Hill",2.959547,"David Carradine Keith Carradine Robert Carradine James Keach Stacy Keach","brother brother relationship jesse james cole younger",3032
"The Corruptor","Action Crime Mystery Thriller",6,57,"James Foley",4.068107,"Mark Wahlberg Chow Yun-fat Byron Mann Kim Chan Ric Young","new york life and death gang war police china town",3033
"Mud","Drama",7,1068,"Jeff Nichols",17.663353,"Matthew McConaughey Tye Sheridan Jacob Lofland Sam Shepard Reese Witherspoon","river snake arkansas fugitive river boat",3034
"Reno 911!: Miami","Action Adventure Comedy Crime",5.6,72,"Ben Garant",4.207456,"Lennie Loftin Danny DeVito Ben Garant Carlos Alazraqui Mary Birdsong","sex terrorist beach nudity police",3035
"One Direction: This Is Us","Documentary Music",8,201,"Morgan Spurlock",7.944457000000001,"Harry Styles Niall Horan Zayn Malik Louis Tomlinson Liam Payne","concert",3036
"The Goods: Live Hard, Sell Hard","Comedy",5.4,58,"Neal Brennan",3.352702,"Jeremy Piven Ving Rhames James Brolin David Koechner Kathryn Hahn","duringcreditsstinger",3037
"Hey Arnold! The Movie","Animation Family",5.6,62,"Tuck Tucker",5.856363,"Spencer Klein Francesca Smith Jamil Walker Smith Dan Castellaneta Tress MacNeille","undefined",3038
"My Week with Marilyn","Drama",6.6,406,"Simon Curtis",21.006078,"Michelle Williams Eddie Redmayne Kenneth Branagh Julia Ormond Judi Dench","based on novel biography historical figure marilyn monroe",3039
"The Matador","Action Comedy Crime Drama Thriller",6.2,136,"Richard Shepard",5.647538,"Pierce Brosnan Greg Kinnear Hope Davis Portia Dawson Adam Scott","mexico city midlife crisis cocktail independent film stranger",3040
"Love Jones","Comedy Drama Romance",8.1,12,"Theodore Witcher",1.000178,"Larenz Tate Nia Long Isaiah Washington Bill Bellamy Lisa Nicole Carson","sex ex-boyfriend independent film african american",3041
"The Gift","Thriller Mystery",6.7,1049,"Joel Edgerton",27.247013,"Jason Bateman Rebecca Hall Joel Edgerton Allison Tolman Tim Griffin","detective stalker gift bully psychological thriller",3042
"End of the Spear","Adventure Drama",6.1,15,"Jim Hanon",1.83428,"Louie Leonardo Chad Allen Jack Guzman Chase Ellison Sylvia Jefferies","drama",3043
"Get Over It","Comedy Romance",5.5,75,"Tommy O'Haver",11.592129,"Kirsten Dunst Ben Foster Melissa Sagemiller Colin Hanks Zoe Saldana","theatre play theatre group high school falling in love",3044
"Office Space","Comedy Crime",7.4,1050,"Mike Judge",18.366362,"Ron Livingston Jennifer Aniston David Herman Ajay Naidu Diedrich Bader","suburbia downsizing software engineer burnout dallas texas",3045
"Drop Dead Gorgeous","Comedy",6.4,86,"Michael Patrick Jann",6.736274000000001,"Kirsten Dunst Ellen Barkin Denise Richards Amy Adams Kirstie Alley","minnesota mother role beauty contest girl from the province hicktown",3046
"Big Eyes","Drama",6.8,1196,"Tim Burton",28.570173999999998,"Amy Adams Christoph Waltz Krysten Ritter Danny Huston Jason Schwartzman","wife husband relationship artist court case",3047
"Very Bad Things","Comedy Crime Thriller",6.2,179,"Peter Berg",5.671691,"Jon Favreau Leland Orser Cameron Diaz Christian Slater Jeremy Piven","prostitute hotel cocaine nudity psychopath",3048
"Sleepover","Comedy Family",5.3,101,"Joe Nussbaum",5.842299,"Alexa PenaVega Mika Boorem Jane Lynch Sara Paxton Brie Larson","high school scavenger hunt teenage crush slumber party teenager",3049
"Body Double","Crime Mystery Horror Thriller",6.4,137,"Brian De Palma",9.525625999999999,"Craig Wasson Melanie Griffith Gregg Henry Deborah Shelton Guy Boyd","female nudity pornography claustrophobia nudity witness",3050
"MacGruber","Action Adventure Comedy",5.1,179,"Jorma Taccone",14.038511999999999,"Will Forte Kristen Wiig Val Kilmer Ryan Phillippe Maya Rudolph","aftercreditsstinger duringcreditsstinger",3051
"Dirty Pretty Things","Crime Drama Thriller",6.8,131,"Stephen Frears",9.177896,"Chiwetel Ejiofor Audrey Tautou Sergi L\u00f3pez Benedict Wong Sophie Okonedo","london england prostitute hotel night watchman illegal immigration",3052
"Movie 43","Comedy",4.4,797,"Griffin Dunne",35.35030300000001,"Anna Faris Emma Stone Halle Berry Kate Winslet Hugh Jackman","slapstick ensemble cast duringcreditsstinger woman director laxative",3053
"Over Her Dead Body","Comedy",5.3,145,"Jeff Lowell",12.067921,"Eva Longoria Jason Biggs Lake Bell Paul Rudd Lindsay Sloane","diary romantic comedy death of lover spirit death by accident",3054
"Seeking a Friend for the End of the World","Comedy Drama Romance Science Fiction",6.3,700,"Lorene Scafaria",30.863082000000002,"Steve Carell Keira Knightley Connie Britton Adam Brody Rob Corddry","asteroid road trip end of the world woman director",3055
"Cedar Rapids","Comedy",5.9,135,"Miguel Arteta",10.254807000000001,"Anne Heche Ed Helms Sigourney Weaver John C. Reilly Rob Corddry","hotel infidelity one-night stand friendship swimming pool",3056
"American History X","Drama",8.2,3016,"Tony Kaye",73.56723199999998,"Edward Norton Edward Furlong Beverly D'Angelo Avery Brooks Jennifer Lien","usa neo-nazi prison skinhead brother brother relationship",3057
"The Collection","Horror Thriller",5.9,289,"Marcus Dunstan",16.361743,"Josh Stewart Christopher McDonald Emma Fitzpatrick Lee Tergesen Erin Way","mercenary party sequel gore escape",3058
"Teacher's Pet","Animation Drama Family Music",5.5,2,"Timothy Bjorklund",1.374409,"Nathan Lane Kelsey Grammer Shaun Fleming Debra Jo Rupp David Ogden Stiers","undefined",3059
"The Red Violin","Drama Thriller Mystery Music Romance",7.3,99,"Fran\u00e7ois Girard",6.18869,"Carlo Cecchi Irene Grazioli Anita Laurenzi Tommaso Puntelli Samuele Amighetti","auction violin",3060
"The Straight Story","Drama",7.7,306,"David Lynch",15.280261,"Richard Farnsworth Sissy Spacek Jane Galloway Heitz Joseph A. Carpenter Donald Wiegert","brother brother relationship mississippi wisconsin lawnmower iowa",3061
"Deuces Wild","Action Crime Drama Romance",5.5,34,"Scott Kalvert",0.7534810000000001,"Stephen Dorff Fairuza Balk Brad Renfro Norman Reedus Max Perlich","gang new york city drug overdose",3062
"Bad Words","Comedy",6.4,334,"Jason Bateman",14.105392000000002,"Jason Bateman Kathryn Hahn Rohan Chand Philip Baker Hall Allison Janney","competition satire spelling bee estranged father unlikely friendship",3063
"Run, Fatboy, Run","Comedy Romance",6.2,238,"David Schwimmer",14.905357,"Simon Pegg Thandie Newton Hank Azaria Dylan Moran Harish Patel","father son relationship new love fianc\u00e9 training rent",3064
"Heartbeeps","Comedy Romance Family",3.8,6,"Allan Arkush",0.5180560000000001,"Andy Kaufman Bernadette Peters Randy Quaid Kenneth McMillan Melanie Mayron","servant future chase lovers outlaw",3065
"Black or White","Drama",6.5,115,"Mike Binder",12.172131,"Kevin Costner Jillian Estell Jennifer Ehle Gillian Jacobs Octavia Spencer","grieving widower widower",3066
"On the Line","Comedy Family Romance",4.1,10,"Eric Bross",3.084874,"Lance Bass Joey Fatone Emmanuelle Chriqui James Bulliard Al Green","undefined",3067
"Rescue Dawn","Adventure Drama War",6.9,336,"Werner Herzog",17.078656,"Christian Bale Steve Zahn Marshall Bell Toby Huss Pat Healy","war crimes violence laotian soldier pipe smoking rice paddy",3068
"Danny Collins","Comedy Drama Music",6.6,183,"Dan Fogelman",16.318607999999998,"Al Pacino Annette Bening Jennifer Garner Bobby Cannavale Christopher Plummer","rock star middle age",3069
"Jeff, Who Lives at Home","Drama Comedy",6.1,217,"Jay Duplass",10.409155,"Jason Segel Ed Helms Susan Sarandon Judy Greer Rae Dawn Chong","slacker basement destiny glue stoner",3070
"I Am Love","Drama Romance",6.9,73,"Luca Guadagnino",5.355763,"Tilda Swinton Flavio Parenti Edoardo Gabbriellini Alba Rohrwacher Gabriele Ferzetti","adultery restaurant textile industry male friendship bourgeoisie",3071
"Atlas Shrugged Part II","Drama Science Fiction Mystery",5.4,41,"John Putch",4.725357,"Samantha Mathis Jason Beghe Esai Morales Patrick Fabian Kim Rhodes","ayn rand",3072
"Romeo Is Bleeding","Action Crime Drama Thriller",5.7,36,"Peter Medak",4.850402,"Gary Oldman Lena Olin Annabella Sciorra Juliette Lewis Roy Scheider","police operation sex addiction police mafia boss suspense",3073
"The Limey","Action Crime Drama Mystery Thriller",6.6,105,"Steven Soderbergh",8.902102000000003,"Terence Stamp Lesley Ann Warren Luis Guzm\u00e1n Barry Newman Joe Dallesandro","prison release from prison suitcase record producer investigation",3074
"Crash","Drama",7.2,1149,"Paul Haggis",28.223163,"Sandra Bullock Don Cheadle Matt Dillon Michael Pe\u00f1a Jennifer Esposito","race politics daughter installer police fall",3075
"The House of Mirth","Drama Romance",6.4,25,"Terence Davies",3.007816,"Gillian Anderson Dan Aykroyd Eleanor Bron Terry Kinney Anthony LaPaglia","undefined",3076
"Malone","Action Thriller",6.8,15,"Harley Cokeliss",1.610132,"Burt Reynolds Cliff Robertson Kenneth McMillan Cynthia Gibb Scott Wilson","cia assassin",3077
"Peaceful Warrior","Drama Romance",7.3,90,"Victor Salva",8.326131,"Scott Mechlowicz Nick Nolte Amy Smart Tim DeKay Ashton Holmes","undefined",3078
"Bucky Larson: Born to Be a Star","Comedy",4.4,51,"Tom Brady",3.919057,"Nick Swardson Christina Ricci Stephen Dorff Don Johnson Ido Mosseri","porno star hollywood",3079
"Bamboozled","Comedy Drama",6.3,24,"Spike Lee",2.23411,"Damon Wayans Savion Glover Tommy Davidson Jada Pinkett Smith Michael Rapaport","undefined",3080
"The Forest","Horror Thriller",4.8,448,"Jason Zada",19.865989000000006,"Natalie Dormer Taylor Kinney Yukiyoshi Ozawa Eoin Macken Rina Takasaki","japan forest",3081
"Sphinx","Adventure Mystery Thriller",6,2,"Franklin J. Schaffner",0.310513,"Lesley-Anne Down Frank Langella Maurice Ronet John Gielgud Vic Tablian","cairo based on novel egypt pyramid museum",3082
"While We're Young","Comedy Drama Mystery",5.8,383,"Noah Baumbach",19.263476999999998,"Ben Stiller Naomi Watts Adam Driver Amanda Seyfried Charles Grodin","father-in-law marriage documentary filmmaking hipster middle age",3083
"A Better Life","Drama",7,54,"Chris Weitz",4.123533,"Demi\u00e1n Bichir Jos\u00e9 Juli\u00e1n Chelsea Rendon Dolores Heredia Joaqu\u00edn Cosio","california garden immigrant truck illegal immigrant",3084
